tenor,side,quantity,price,cost,date,t
6,BUY,0.0025934173167323493,60.67238220734865,0.005186834633464699,2020-12-15,249
7,BUY,0.0025934173167323493,60.60656718398096,0.005186834633464699,2020-12-15,249
2,SELL,0.8999999999999999,58.27176628971013,1.7999999999999998,2020-12-22,254
2,BUY,0.8999999999999999,61.493666301285415,1.7999999999999998,2021-01-20,275
2,SELL,0.8999999999999999,63.94243087952285,1.7999999999999998,2021-01-28,281
1,BUY,0.8999999999999999,58.96757742665008,1.7999999999999998,2021-02-01,283
2,BUY,0.8999999999999999,57.64122180735582,1.7999999999999998,2021-02-01,283
1,SELL,0.8999999999999999,62.72316694853234,1.7999999999999998,2021-02-02,284
2,SELL,0.8999999999999999,64.04635265952433,1.7999999999999998,2021-02-03,285
2,BUY,0.8999999999999999,60.641605846878,1.7999999999999998,2021-02-15,293
